,smiles,mols
631,C[N+]1(C2CC(CC1C3C2O3)OC(=O)C(C4=CC=CS4)(C5=CC=CS5)O)C.[Br-],<rdkit.Chem.rdchem.Mol object at 0x0000023A03479080>
633,CNCC[C@@H](C1=CC=CS1)OC2=CC=CC3=CC=CC=C32.Cl,<rdkit.Chem.rdchem.Mol object at 0x0000023A034792B0>
635,C1=CC(=CC=C1CCC2=CNC3=C2C(=O)N=C(N3)N)C(=O)N[C@H](CCC(=O)O)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000023A03479440>
637,C1CN(CCN1CCC2=C(C=C3C(=C2)CC(=O)N3)Cl)C4=NSC5=CC=CC=C54.O.Cl,<rdkit.Chem.rdchem.Mol object at 0x0000023A034798F0>
639,CC1CC(=O)C=C(C12C(=O)C3=C(O2)C(=C(C=C3OC)OC)Cl)OC,<rdkit.Chem.rdchem.Mol object at 0x0000023A03479CB0>
640,C1=CC(=CC(=C1)I)CN=C(N)N,<rdkit.Chem.rdchem.Mol object at 0x0000023A034793A0>
641,C1=CC(=C(C(=C1)Cl)C=NN=C(N)N)Cl,<rdkit.Chem.rdchem.Mol object at 0x0000023A034791C0>
643,CN(C)CCC=C1C2=CC=CC=C2COC3=C1C=C(C=C3)CC(=O)O.Cl,<rdkit.Chem.rdchem.Mol object at 0x0000023A03479F30>
644,CC1CC(=O)NN=C1C2=CC=C(C=C2)NN=C(C#N)C#N,<rdkit.Chem.rdchem.Mol object at 0x0000023A03479850>
646,C1[C@H](O[C@H](S1)CO)N2C=C(C(=NC2=O)N)F,<rdkit.Chem.rdchem.Mol object at 0x0000023A03479260>
647,CCCCC1=NC=C(N1CC2=CC=C(C=C2)C(=O)O)C=C(CC3=CC=CS3)C(=O)O.CS(=O)(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000023A03479300>
648,CC1(OC2CC3C4CCC5=CC(=O)CCC5(C4(C(CC3(C2(O1)C(=O)CCl)C)O)F)C)C,<rdkit.Chem.rdchem.Mol object at 0x0000023A03479710>
652,C[C@H]1C(=O)N[C@H]2CSSC[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CSSC[C@H](NC(=O)CNC(=O)[C@@H](NC2=O)[C@@H](C)O)C(=O)N[C@@H](CC4=CC=C(C=C4)O)C(=O)O)C(=O)N[C@@H](CSSC[C@@H](C(=O)N3)N)C(=O)N[C@H](C(=O)N5CCC[C@H]5C(=O)N1)CC(=O)N)CC6=CC=C(C=C6)O)CCC(=O)O.CC(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000023A03479D00>
653,C1=CC(=CC=C1SC(P(=O)(O)[O-])P(=O)(O)[O-])Cl.[Na+].[Na+],<rdkit.Chem.rdchem.Mol object at 0x0000023A034797B0>
654,C1=C(C(=C(C(=C1Cl)Cl)CC2=C(C(=CC(=C2Cl)Cl)Cl)O)O)Cl,<rdkit.Chem.rdchem.Mol object at 0x0000023A034794E0>
656,C1=C(C=C(C(=C1NC(=O)C(=O)O)Cl)NC(=O)C(=O)O)C#N.C(C(CO)(CO)N)O,<rdkit.Chem.rdchem.Mol object at 0x0000023A03479940>
657,C1=C(C=C(C(=C1NC(=O)C(=O)O)Cl)NC(=O)C(=O)O)C#N,<rdkit.Chem.rdchem.Mol object at 0x0000023A03479800>
658,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@H]2[C@@H]([C@@H]([C@H](O2)C)O)O,<rdkit.Chem.rdchem.Mol object at 0x0000023A034798A0>
660,CN1C2CCC1CC(C2)OC(=O)C(C3=CC=CC=C3)O,<rdkit.Chem.rdchem.Mol object at 0x0000023A03479F80>
666,C1NC2=C(C=C(C(=C2)C(F)(F)F)S(=O)(=O)N)S(=O)(=O)N1,<rdkit.Chem.rdchem.Mol object at 0x0000023A03479AD0>
672,CCCN(CCOC1=C(C=C(C=C1Cl)Cl)Cl)C(=O)N2C=CN=C2.C(S(=O)(=O)[O-])(I)I.[Na+],<rdkit.Chem.rdchem.Mol object at 0x0000023A03479210>
677,C1C(C(OC1N2C=C(C(=O)NC2=O)I)CO)O,<rdkit.Chem.rdchem.Mol object at 0x0000023A03479DF0>
682,C1CC(=O)NC(=O)C1N2C(=O)C3=C(C2=O)C(=CC=C3)N,<rdkit.Chem.rdchem.Mol object at 0x0000023A03479030>
683,C[C@H](C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)O[C@H]2[C@H](N(CCO2)CC3=NC(=O)NN3)C4=CC=C(C=C4)F,<rdkit.Chem.rdchem.Mol object at 0x0000023A03479C60>
684,CN1C(=O)C=C(N(C1=O)CC2=CC=CC=C2C#N)N3CCCC(C3)N,<rdkit.Chem.rdchem.Mol object at 0x0000023A03479EE0>
690,CC(=O)NC1=C(C(=C(C(=C1I)C(=O)O)I)C(=O)NC)I,<rdkit.Chem.rdchem.Mol object at 0x0000023A03479BC0>
691,CN(C1=C(C(=C(C(=C1I)C(=O)NC(CO)C(CO)O)I)C(=O)NC(CO)C(CO)O)I)C(=O)CC(=O)N(C)C2=C(C(=C(C(=C2I)C(=O)NC(CO)C(CO)O)I)C(=O)NC(CO)C(CO)O)I,<rdkit.Chem.rdchem.Mol object at 0x0000023A03479530>
692,CC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)C=C[C@]34C)O)C)O.CNC[C@@H](C1=CC(=CC=C1)O)O.Cl,<rdkit.Chem.rdchem.Mol object at 0x0000023A03479490>
694,CC(=O)N(C)C1=C(C(=C(C(=C1I)C(=O)NCC(=O)NC2=C(C(=C(C(=C2I)C(=O)O)I)C(=O)NCCO)I)I)C(=O)NC)I,<rdkit.Chem.rdchem.Mol object at 0x0000023A03479C10>
695,CC(=O)N(CC(CO)O)C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCCO)I,<rdkit.Chem.rdchem.Mol object at 0x0000023A03479580>
696,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[N-]=O.[Fe],<rdkit.Chem.rdchem.Mol object at 0x0000023A03479350>
698,B([C@@H](CC(C)C)NC(=O)[C@@H](CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,<rdkit.Chem.rdchem.Mol object at 0x0000023A03479DA0>
701,CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NCC(=O)N)NC(=O)CNC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6,<rdkit.Chem.rdchem.Mol object at 0x0000023A034796C0>
702,CCC(=O)O[C@](CC1=CC=CC=C1)(C2=CC=CC=C2)[C@H](C)CN(C)C.C1=CC=C2C=C(C=CC2=C1)S(=O)(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000023A0FCE1D00>
703,CC1=CC(=NO1)C(=O)NNCC2=CC=CC=C2,<rdkit.Chem.rdchem.Mol object at 0x0000023A0FCE12B0>
706,CCCCCCCC(=O)CCC1C(CC(C1CC=CCCCC(=O)OC(C)C)O)O,<rdkit.Chem.rdchem.Mol object at 0x0000023A0FCE1440>
707,CC(C)NCC(C1=CC(=C(C=C1)O)O)O,<rdkit.Chem.rdchem.Mol object at 0x0000023A0FCE1DF0>
709,C1=CC(=C(C=C1C(=N)N)Br)OCCCOC2=C(C=C(C=C2)C(=N)N)Br.C(CS(=O)(=O)O)O,<rdkit.Chem.rdchem.Mol object at 0x0000023A0FCE16C0>
710,CC(COC1=CC=CC=C1)NC(C)C(C2=CC=C(C=C2)O)O,<rdkit.Chem.rdchem.Mol object at 0x0000023A0FF049E0>
713,CC#CCN1C2=C(N=C1N3CCC[C@H](C3)N)N(C(=O)N(C2=O)CC4=NC5=CC=CC=C5C(=N4)C)C,<rdkit.Chem.rdchem.Mol object at 0x0000023A0FF04DA0>
717,[NH+](=O)[O-].[Na+],<rdkit.Chem.rdchem.Mol object at 0x0000023A0FF044E0>
719,C1=COC(=C1)CNC2=NC=NC3=C2NC=N3,<rdkit.Chem.rdchem.Mol object at 0x0000023A0AD65490>
720,C[C@H]1/C=C/C=C(\C(=O)NC\2=C(C3=C(C(=C4C(=C3C(=O)/C2=C/NN5CCN(CC5)C6CCCC6)C(=O)[C@](O4)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)/C,<rdkit.Chem.rdchem.Mol object at 0x0000023A0AD654E0>
722,C1=CC=C(C=C1)CC(C(=O)O)O,<rdkit.Chem.rdchem.Mol object at 0x0000023A109A5350>
723,C[C@H]([C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(=O)O)C(=O)NCC(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N)NC(=O)CNC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H](CC2=CN=CN2)N)O.CC(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000023A109A5440>
734,[Li+],<rdkit.Chem.rdchem.Mol object at 0x0000023A109A5E40>
739,CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)O,<rdkit.Chem.rdchem.Mol object at 0x0000023A109A53F0>
740,[Ra],<rdkit.Chem.rdchem.Mol object at 0x0000023A109A5A30>
741,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)O,<rdkit.Chem.rdchem.Mol object at 0x0000023A109A51C0>
745,[Li+].[OH-],<rdkit.Chem.rdchem.Mol object at 0x0000023A109A5B20>
746,CCN1C=C(C(=O)C2=CC(=C(C(=C21)F)N3CCNC(C3)C)F)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000023A109A5260>
748,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O[C@@H]3[C@H](O[C@H]([C@@H]3O)N4C=CC(=O)NC4=O)CO)O)O,<rdkit.Chem.rdchem.Mol object at 0x0000023A109A5120>
754,CCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)C(=O)OCC5=C(OC(=O)O5)C)C(C)(C)O.C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl,<rdkit.Chem.rdchem.Mol object at 0x0000023A109A50D0>
755,COC1=CC(=CC(=C1O)OC)C2=C(C=C3C(=CC(=CC3=[O+]2)O)O)O.[Cl-],<rdkit.Chem.rdchem.Mol object at 0x0000023A109A5580>
756,C1=CC=C(C=C1)N2C=C(C=C(C2=O)C3=CC=CC=C3C#N)C4=CC=CC=N4,<rdkit.Chem.rdchem.Mol object at 0x0000023A109A5A80>
757,C1=CC(=CC=C1CN)S(=O)(=O)N,<rdkit.Chem.rdchem.Mol object at 0x0000023A109A5760>
758,CCOC(=O)CC(C(=O)OCC)SP(=S)(OC)OC,<rdkit.Chem.rdchem.Mol object at 0x0000023A109A58A0>
760,CN1CCN(CC1)CCCOC2=C(C=C3C(=C2)N=CC(=C3NC4=CC(=C(C=C4Cl)Cl)OC)C#N)OC,<rdkit.Chem.rdchem.Mol object at 0x0000023A0355C2B0>
763,CC1(C2CCC(C2)C1(C)NC)C,<rdkit.Chem.rdchem.Mol object at 0x0000023A0355CF80>
764,CN(CCCl)CCCl,<rdkit.Chem.rdchem.Mol object at 0x0000023A0355CE40>
766,CC1=C(C(=C(C=C1)Cl)NC2=CC=CC=C2C(=O)[O-])Cl,<rdkit.Chem.rdchem.Mol object at 0x0000023A0355C260>
767,CC1OC2=C(O1)C=C(C=C2)C(C)(C)C,<rdkit.Chem.rdchem.Mol object at 0x0000023A0355C440>
773,CC1=CN=C(S1)NC(=O)C2=C(C3=CC=CC=C3S(=O)(=O)N2C)[O-].[Na+],<rdkit.Chem.rdchem.Mol object at 0x0000023A0355CAD0>
776,C[N+]1(CCCC(C1)OC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)C,<rdkit.Chem.rdchem.Mol object at 0x0000023A0355CCB0>
778,CCC1(C(=O)N(C(=O)N1)C)C2=CC=CC=C2,<rdkit.Chem.rdchem.Mol object at 0x0000023A0355CB70>
783,CC1CNCCC2=C1C=C(C=C2)Cl,<rdkit.Chem.rdchem.Mol object at 0x0000023A0355CF30>
786,C([C@H]1[C@@H]([C@H]([C@@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@H](O2)OC[C@H]([C@H]([C@@H]([C@H](C=O)O)O)O)O)O)O)O)O)O)O)O,<rdkit.Chem.rdchem.Mol object at 0x0000023A0355CEE0>
787,CCCCC1=C(C2=C(O1)C=CC(=C2)NS(=O)(=O)C)C(=O)C3=CC=C(C=C3)OCCCN(CCCC)CCCC,<rdkit.Chem.rdchem.Mol object at 0x0000023A0355C4E0>
788,C1N2CN3CN1CN(C2)C3,<rdkit.Chem.rdchem.Mol object at 0x0000023A0355CA80>
789,CCC(=O)NCC[C@@H]1CCC2=C1C3=C(C=C2)OCC3,<rdkit.Chem.rdchem.Mol object at 0x0000023A0355C760>
793,COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2,<rdkit.Chem.rdchem.Mol object at 0x0000023A0355C0D0>
794,C(C1C(C(C(C(O1)O)F)O)O)O,<rdkit.Chem.rdchem.Mol object at 0x0000023A0355C5D0>
796,C[N+]1(C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4)C,<rdkit.Chem.rdchem.Mol object at 0x0000023A0355C3A0>
797,CN1C(NC2=CC(=C(C=C2S1(=O)=O)S(=O)(=O)N)Cl)CCl,<rdkit.Chem.rdchem.Mol object at 0x0000023A0355C620>
798,O.O.O.O.O.[O-]S(=O)(=S)[O-].[Na+].[Na+],<rdkit.Chem.rdchem.Mol object at 0x0000023A0355C8F0>
801,CN(C)C1=CC2=C(C=C1)N=C3C=CC(=[N+](C)C)C=C3S2,<rdkit.Chem.rdchem.Mol object at 0x0000023A0355C6C0>
806,CCC(CO)NC(=O)C1CN(C2CC3=CN(C4=CC=CC(=C34)C2=C1)C)C,<rdkit.Chem.rdchem.Mol object at 0x0000023A0355CD50>
811,CC(C)(C1=CN=CC=C1)C(=O)C2=CN=CC=C2,<rdkit.Chem.rdchem.Mol object at 0x0000023A0355C1C0>
823,CC1CCN(CC1N(C)C2=NC=NC3=C2C=CN3)C(=O)CC#N,<rdkit.Chem.rdchem.Mol object at 0x0000023A0355C080>
827,C1CCN(C[C@@H](C1)N)C2=C(C=C3C(=C2Cl)N(C=C(C3=O)C(=O)O)C4CC4)F,<rdkit.Chem.rdchem.Mol object at 0x0000023A0355CBC0>
829,C[NH+](C)[C@H]1[C@@H]2C[C@@H]3CC4=C(C=CC(=C4C(=C3C(=O)[C@@]2(C(=O)C(=C(N)[O-])C1=O)O)[O-])O)N(C)C,<rdkit.Chem.rdchem.Mol object at 0x0000023A0355C530>
832,C1CN(CCN1CCC=C2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO.Cl.Cl,<rdkit.Chem.rdchem.Mol object at 0x0000023A0355C030>
834,CN1CCC[C@@H]1CC2=CNC3=C2C=C(C=C3)CCS(=O)(=O)C4=CC=CC=C4,<rdkit.Chem.rdchem.Mol object at 0x0000023A0355C120>
835,CC1C(OCCN1C)C2=CC=CC=C2,<rdkit.Chem.rdchem.Mol object at 0x0000023A0355CB20>
837,CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3.C(=CC(=O)O)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000023A0355C580>
840,CCOCCP(CCOCC)CCP(CCOCC)CCOCC,<rdkit.Chem.rdchem.Mol object at 0x0000023A0355C670>
842,CC(=O)CC(C1=CC=CC=C1)C2=C(OC3=CC=CC=C3C2=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x0000023A0355C850>
843,C(CN(CC(=O)O)CC(=O)O)N(CCN(CC(=O)O)CC(=O)O)CC(=O)O.[In],<rdkit.Chem.rdchem.Mol object at 0x0000023A0355C170>
844,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)CN(C)C.CC(=O)[C@@H]([C@H](C(=O)C)O)O,<rdkit.Chem.rdchem.Mol object at 0x0000023A0355CC60>
845,CCO/N=C(/C1=NSC(=N1)NP(=O)(O)[O-])\C(=O)NC2C3N(C2=O)C(=C(CS3)SC4=NC(=CS4)C5=CC=[N+](C=C5)C)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000023A0355CDA0>
846,C[C@H](C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)O[C@@H]2[C@@H](N(CCO2)CC3=NC(=O)N(N3)P(=O)([O-])[O-])C4=CC=C(C=C4)F.C[NH2+]C[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O.C[NH2+]C[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O,<rdkit.Chem.rdchem.Mol object at 0x0000023A0355CE90>
847,CC1=CC2=C(NC3=CC=CC=C3N=C2S1)N4CCN(CC4)C.C1=CC=C2C(=C1)C=C(C(=C2CC3=C(C(=CC4=CC=CC=C43)C(=O)O)O)O)C(=O)O.O.O,<rdkit.Chem.rdchem.Mol object at 0x0000023A0355C8A0>
848,CC1(O[C@@H]2C[C@H]3C4CCC5=CC(=O)C=CC5([C@H]4C(CC3([C@@]2(O1)C(=O)CO)C)O)C)C,<rdkit.Chem.rdchem.Mol object at 0x0000023A0355C3F0>
849,C[N+]1(CC[C@]23[C@@H]4C(=O)CC[C@]2([C@H]1CC5=C3C(=C(C=C5)O)O4)O)CC6CC6.[Br-],<rdkit.Chem.rdchem.Mol object at 0x0000023A0355C300>
850,CCC[C@@H](C(=O)C(=O)NC1CC1)NC(=O)[C@@H]2[C@H]3CCC[C@H]3CN2C(=O)[C@H](C(C)(C)C)NC(=O)[C@H](C4CCCCC4)NC(=O)C5=NC=CN=C5,<rdkit.Chem.rdchem.Mol object at 0x0000023A0355C9E0>
852,CCCCCCCCCCCCCCCCCC(=O)O.CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,<rdkit.Chem.rdchem.Mol object at 0x0000023A0355C490>
853,C1CNC[C@@H]1N2CC/C(=C\C3=C(N4[C@@H]([C@@H](C4=O)NC(=O)/C(=C\5/NSC(=N5)N)/N=O)SC3)C(=O)O)/C2=O,<rdkit.Chem.rdchem.Mol object at 0x0000023A0355CD00>
854,[H+].[H+].[H+].CC1=NC=C(C(=C1[O-])CN(CCN(CC2=C(C(=NC=C2COP(=O)([O-])[O-])C)[O-])CC(=O)[O-])CC(=O)[O-])COP(=O)([O-])[O-].[Na+].[Na+].[Na+].[Mn+2],<rdkit.Chem.rdchem.Mol object at 0x0000023A0355C710>
855,CCC(C)[C@@H]1[C@H](CC[C@@]2(O1)CC3C[C@H](O2)C/C=C(/[C@H]([C@H](/C=C/C=C/4\CO[C@H]5[C@@]4([C@@H](C=C([C@H]5O)C)C(=O)O3)O)C)O[C@H]6C[C@@H]([C@H]([C@@H](O6)C)OC7C[C@@H]([C@H]([C@@H](O7)C)O)OC)OC)\C)C.C[C@H]1CC[C@]2(CC3C[C@H](O2)C/C=C(/[C@H]([C@H](/C=C/C=C/4\CO[C@H]5[C@@]4([C@@H](C=C([C@H]5O)C)C(=O)O3)O)C)O[C@H]6C[C@@H]([C@H]([C@@H](O6)C)OC7C[C@@H]([C@H]([C@@H](O7)C)O)OC)OC)\C)O[C@@H]1C(C)C,<rdkit.Chem.rdchem.Mol object at 0x0000023A0355CA30>
857,C1[C@H]([C@@H]2[C@H](O1)[C@H](CO2)O)O,<rdkit.Chem.rdchem.Mol object at 0x0000023A0AD6C710>
858,CC(=O)OC1=CC2=C(S1)CCN(C2)C(C3=CC=CC=C3F)C(=O)C4CC4,<rdkit.Chem.rdchem.Mol object at 0x0000023A0AD6C940>
861,C[C@@H]1CC[C@@]23CCC(=O)[C@H]2[C@@]1([C@@H](C[C@@]([C@H]([C@@H]3C)O)(C)C=C)OC(=O)CSC4C[C@H]5CC[C@@H](C4)N5C)C,<rdkit.Chem.rdchem.Mol object at 0x0000023A0AD6C030>
863,CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000023A0AD6CD00>
864,C=C1CCC2(C3CC4=C5C2(C1OC5=C(C=C4)O)CCN3CC6CC6)O,<rdkit.Chem.rdchem.Mol object at 0x0000023A0AD6C5D0>
868,C1CN=C(N1)CC2=CC=CC3=CC=CC=C32,<rdkit.Chem.rdchem.Mol object at 0x0000023A0AD6C170>
874,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N,<rdkit.Chem.rdchem.Mol object at 0x0000023A0AD6C350>
875,COC(=O)C=CC(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000023A0AD6CD50>
880,CC1(C(=O)N(C(=O)N1)C2=CC(=C(C=C2)[N+](=O)[O-])C(F)(F)F)C,<rdkit.Chem.rdchem.Mol object at 0x0000023A0AD6CC60>
881,C1=NC2=C(N1[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)F)N=C(N=C2N)Cl,<rdkit.Chem.rdchem.Mol object at 0x0000023A0AD6C670>
882,C1[C@@H]2C[C@@H]2N([C@@H]1C#N)C(=O)[C@H](C34C[C@H]5C[C@@H](C3)CC(C5)(C4)O)N.C(=O)(C(F)(F)F)O,<rdkit.Chem.rdchem.Mol object at 0x0000023A0AD6C260>
885,C1=CC(=CC=C1C(=O)NCCC(=O)O)N/N=C/2\C=CC(=O)C(=C2)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000023A0AD6CBC0>
890,CN\1C=CC=C/C1=C\[NH+]=O,<rdkit.Chem.rdchem.Mol object at 0x0000023A0AD6CE40>
891,CC1(C(NC(S1)C(C(=O)NCCCCCC(=O)O)NC(=O)CC2=CC=CC=C2)C(=O)O)C,<rdkit.Chem.rdchem.Mol object at 0x0000023A0AD6CE90>
897,C1[C@H](CN2[C@@H]1C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C2=O)CC3=CC=CC=C3)CC4=CC=C(C=C4)OCC5=CC=CC=C5)CCCCN)CC6=CNC7=CC=CC=C76)C8=CC=CC=C8)OC(=O)NCCN,<rdkit.Chem.rdchem.Mol object at 0x0000023A0AD6C3A0>
898,C1=CC=C(C=C1)CCCC(=O)OCC(COC(=O)CCCC2=CC=CC=C2)OC(=O)CCCC3=CC=CC=C3,<rdkit.Chem.rdchem.Mol object at 0x0000023A0AD6C9E0>
900,CC(=C(C#N)C(=O)NC1=CC=C(C=C1)C(F)(F)F)O,<rdkit.Chem.rdchem.Mol object at 0x0000023A0AD6C210>
901,CC1(C2C(C3C(C(=O)C(=C(N)[O-])C(=O)C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)N(C)C)O)O.CC1(C2C(C3C(C(=O)C(=C(N)[O-])C(=O)C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)N(C)C)O)O.[Ca+2],<rdkit.Chem.rdchem.Mol object at 0x0000023A0AD6CDA0>
902,CC1=CC(=C(C=C1)SC2=CC=CC=C2N3CCNCC3)C,<rdkit.Chem.rdchem.Mol object at 0x0000023A0AD6CB20>
905,C1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC(=C2)/C=C/C(=O)NO,<rdkit.Chem.rdchem.Mol object at 0x0000023A0AD6C990>
911,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N/N=C/3\C=CC(=O)C(=C3)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000023A0FBF5210>
917,C/C=C(/C)\C(=O)O[C@H]1C(=C[C@@]23[C@@]1([C@@H](C(=C[C@H](C2=O)[C@H]4[C@H](C4(C)C)C[C@H]3C)CO)O)O)C,<rdkit.Chem.rdchem.Mol object at 0x0000023A0FBF55D0>
918,C1=CC(=C(C=C1Cl)Cl)CON=C(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl,<rdkit.Chem.rdchem.Mol object at 0x0000023A0FBF5D50>
919,CCCCN(CCCC)CCC(C1=C2C=CC(=CC2=C3C=C(C=C(C3=C1)Cl)Cl)C(F)(F)F)O.Cl,<rdkit.Chem.rdchem.Mol object at 0x0000023A0FBF5C60>
920,CC(C)NCC(COC1=CC=CC=C1OCC=C)O,<rdkit.Chem.rdchem.Mol object at 0x0000023A0FBF5850>
923,CC12CCC3C(C1CCC2(C)O)CCC4C3(CC(=CO)C(=O)C4)C,<rdkit.Chem.rdchem.Mol object at 0x0000023A0FBF5300>
925,C1=CC(=C(C=C1N)O)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000023A0FBF5CB0>
926,CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CNC3=NC=C(C=C23)C4=CC=C(C=C4)Cl)F,<rdkit.Chem.rdchem.Mol object at 0x0000023A0FBF5350>
928,C(CN)C(O)(P(=O)(O)[O-])P(=O)(O)[O-].[Na+].[Na+],<rdkit.Chem.rdchem.Mol object at 0x0000023A0FBF5800>
932,COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC,<rdkit.Chem.rdchem.Mol object at 0x0000023A0FBF5490>
933,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N,<rdkit.Chem.rdchem.Mol object at 0x0000023A0FBF59E0>
935,CCN(CC)C1=CC=C(C=C1)C(=C2C=CC(=[N+](CC)CC)C=C2)C3=C(C=CC(=C3)S(=O)(=O)O)S(=O)(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000023A0FBF5E90>
936,C(=O)([O-])[O-].[Na+].[Na+],<rdkit.Chem.rdchem.Mol object at 0x0000023A0FBF5580>
937,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)N=[N+]=[N-].C1[C@H](O[C@H](S1)CO)N2C=CC(=NC2=O)N,<rdkit.Chem.rdchem.Mol object at 0x0000023A0FBF5A30>
939,CC(C)(C)NCC(COC1=CC=CC=C1C2CCCC2)O,<rdkit.Chem.rdchem.Mol object at 0x0000023A0FBF50D0>
940,C1=NC2=C(N1CCC(CO)CO)NC(=NC2=O)N,<rdkit.Chem.rdchem.Mol object at 0x0000023A0FBF5AD0>
948,C1=C/C(=C/2\N/C(=C\3/C=CC=CC3=O)/N(N2)C4=CC=C(C=C4)C(=O)O)/C(=O)C=C1,<rdkit.Chem.rdchem.Mol object at 0x0000023A0FBF5710>
